EPS,SEDE,TIPOINTERRUPCION,TIPOSERVICIO,MOTIVOINTERRUPCION,FECHAINICIO,HORAINICIO,FECHAFIN,HORAFIN,DEPARTAMENTO,PROVINCIA,DISTRITO,NUMCONEXDOM,UNIDADESUSO,NUMCAMIONESPUNTOS,Cluster
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-28 08:10:00,08:10,2022-08-28 14:10:00,14:10,AREQUIPA,AREQUIPA,CERRO COLORADO,1916.0,1916.0,0.0,0
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-28 14:20:00,14:20,2022-08-28 18:00:00,18:00,LIMA,LIMA,COMAS,9327.0,13143.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-28 10:45:00,10:45,2022-08-28 21:00:00,21:00,LIMA,LIMA,VILLA EL SALVADOR,69580.0,97784.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,OTROS,2022-08-28 10:00:00,10:00,2022-08-28 13:00:00,13:00,LIMA,LIMA,PACHACAMAC,916.0,1057.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-28 10:10:00,10:10,2022-08-28 20:00:00,20:00,LIMA,LIMA,PUNTA NEGRA,82.0,82.0,0.0,0
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-28 09:05:00,09:05,2022-08-28 17:00:00,17:00,LIMA,LIMA,SANTA ANITA,976.0,1436.0,0.0,0
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-28 09:10:00,09:10,2022-08-28 17:00:00,17:00,LIMA,LIMA,LA MOLINA,2388.0,3581.0,0.0,0
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-28 08:30:00,08:30,2022-08-28 16:00:00,16:00,LIMA,LIMA,LA MOLINA,1207.0,1655.0,0.0,0
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-28 07:45:00,07:45,2022-08-28 12:30:00,12:30,LIMA,LIMA,SAN JUAN DE LURIGANCHO,253.0,253.0,0.0,0
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-28 07:25:00,07:25,2022-08-28 15:25:00,15:25,LIMA,LIMA,LURIGANCHO,226.0,226.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-28 06:00:00,06:00,2022-08-28 16:10:00,16:10,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,13099.0,18062.0,0.0,0
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-28 07:00:00,07:00,2022-08-28 15:00:00,15:00,LIMA,LIMA,CHORRILLOS,3775.0,5333.0,0.0,0
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,OTROS,2022-08-28 07:00:00,07:00,2022-08-28 11:00:00,11:00,LIMA,LIMA,PUENTE PIEDRA,243.0,348.0,0.0,0
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-27 18:40:00,18:40,2022-08-27 21:30:00,21:30,LIMA,LIMA,SAN MARTIN DE PORRES,1956.0,3118.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-27 18:00:00,18:00,2022-08-28 01:00:00,01:00,LIMA,LIMA,VILLA EL SALVADOR,1800.0,1900.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-27 18:30:00,18:30,2022-08-28 02:00:00,02:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,1500.0,1560.0,0.0,0
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-27 13:15:00,13:15,2022-08-27 17:15:00,17:15,AREQUIPA,AREQUIPA,CERRO COLORADO,3000.0,3000.0,0.0,0
AGUA TUMBES,TUMBES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-27 00:00:00,00:00,2022-08-30 09:00:00,09:00,TUMBES,ZARUMILLA,AGUAS VERDES,2002.0,2002.0,1.0,0
AGUA TUMBES,TUMBES,IMPREVISTA,AGUA POTABLE,OTROS,2022-08-27 05:00:00,05:00,2022-08-28 09:00:00,09:00,TUMBES,TUMBES,LA CRUZ,2188.0,2188.0,1.0,0
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-27 13:00:00,13:00,2022-08-27 19:00:00,19:00,LIMA,LIMA,CHORRILLOS,139.0,150.0,0.0,0
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-27 12:45:00,12:45,2022-08-27 17:00:00,17:00,LIMA,LIMA,SAN MARTIN DE PORRES,2193.0,3511.0,0.0,0
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-27 11:05:00,11:05,2022-08-27 18:00:00,18:00,LIMA,LIMA,EL AGUSTINO,1631.0,2594.0,0.0,0
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-27 10:25:00,10:25,2022-08-27 15:30:00,15:30,LIMA,LIMA,RIMAC,405.0,613.0,0.0,0
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-27 10:25:00,10:25,2022-08-27 14:30:00,14:30,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,1283.0,1859.0,0.0,0
EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,ROTURA DE LÍNEA DE IMPULSIÓN,2022-08-27 08:30:00,08:30,2022-08-27 12:00:00,12:00,MOQUEGUA,ILO,ILO,1564.0,0.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-27 07:05:00,07:05,2022-08-27 16:10:00,16:10,LIMA,LIMA,VILLA EL SALVADOR,69580.0,97784.0,0.0,0
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2022-09-08 12:00:00,12:00,2022-09-08 19:00:00,19:00,LIMA,LIMA,INDEPENDENCIA,958.0,1010.0,0.0,0
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-08 10:00:00,10:00,2022-09-08 17:00:00,17:00,LIMA,LIMA,INDEPENDENCIA,754.0,805.0,0.0,0
SEDAPAL ,BRENA,PROGRAMADA,AGUA POTABLE,CAMBIO DE VÁLVULA,2022-09-06 10:00:00,10:00,2022-09-06 19:00:00,19:00,LIMA,LIMA,BREÑA,1661.0,1793.0,0.0,0
EPS GRAU,TALARA,PROGRAMADA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,2022-08-28 03:30:00,03:30,2022-08-28 05:00:00,05:00,PIURA,TALARA,MANCORA,2780.0,0.0,0.0,0
EPS GRAU,TALARA,PROGRAMADA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,2022-08-28 03:30:00,03:30,2022-08-28 05:00:00,05:00,PIURA,TALARA,EL ALTO,2010.0,0.0,0.0,0
EPS GRAU,TALARA,PROGRAMADA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,2022-08-28 03:30:00,03:30,2022-08-28 05:00:00,05:00,PIURA,TALARA,LOS ORGANOS,2274.0,0.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-26 18:00:00,18:00,2022-08-27 01:00:00,01:00,LIMA,LIMA,VILLA EL SALVADOR,1208.0,1280.0,0.0,0
SEDAPAL ,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-26 17:10:00,17:10,2022-08-27 02:00:00,02:00,LIMA,LIMA,MAGDALENA DEL MAR,1285.0,1526.0,0.0,0
SEDA CHIMBOTE,CHIMBOTE,IMPREVISTA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,2022-08-28 10:00:00,10:00,2022-08-29 04:00:00,04:00,ANCASH,HUARMEY,HUARMEY,5279.0,5632.0,1.0,0
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-26 15:30:00,15:30,2022-08-26 16:50:00,16:50,AYACUCHO,HUAMANGA,AYACUCHO,120.0,0.0,0.0,0
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-26 10:45:00,10:45,2022-08-26 13:10:00,13:10,AYACUCHO,HUAMANGA,AYACUCHO,60.0,0.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-26 14:30:00,14:30,2022-08-27 02:00:00,02:00,LIMA,LIMA,VILLA EL SALVADOR,2255.0,2768.0,0.0,0
SEDA CHIMBOTE,CHIMBOTE,IMPREVISTA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,2022-08-28 07:00:00,07:00,2022-08-29 04:00:00,04:00,ANCASH,HUARMEY,HUARMEY,5279.0,5632.0,0.0,0
EPS SEDALORETO,IQUITOS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-06 08:00:00,08:00,2022-09-06 16:00:00,16:00,LORETO,MAYNAS,BELEN,31234.0,31234.0,3.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2022-08-26 15:20:00,15:20,2022-08-27 03:00:00,03:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,7648.0,11170.0,0.0,0
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,CAMBIO DE GRIFO CONTRA INCENDIO,2022-08-26 15:55:00,15:55,2022-08-26 20:00:00,20:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1804.0,1804.0,0.0,0
EPS SEDALORETO,IQUITOS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-02 08:00:00,08:00,2022-09-02 16:00:00,16:00,LORETO,MAYNAS,BELEN,31234.0,31234.0,3.0,0
EPS SEDALORETO,IQUITOS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-02 08:00:00,08:00,2022-09-02 16:00:00,16:00,LORETO,MAYNAS,BELEN,31234.0,31234.0,3.0,0
SEDAPAL ,BRENA,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,2022-08-26 15:25:00,15:25,2022-08-26 21:00:00,21:00,LIMA,LIMA,SAN MIGUEL,416.0,518.0,0.0,0
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-07 12:00:00,12:00,2022-09-07 19:00:00,19:00,LIMA,LIMA,INDEPENDENCIA,1380.0,1540.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-26 12:40:00,12:40,2022-08-26 22:00:00,22:00,LIMA,LIMA,VILLA EL SALVADOR,9580.0,7784.0,0.0,0
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-26 13:35:00,13:35,2022-08-26 18:00:00,18:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,83.0,83.0,0.0,0
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-26 13:25:00,13:25,2022-08-26 21:00:00,21:00,LIMA,LIMA,LA MOLINA,1238.0,1845.0,0.0,0
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-26 13:30:00,13:30,2022-08-26 23:00:00,23:00,CALLAO,CALLAO,CALLAO,1659.0,25489.0,0.0,0
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-26 13:15:00,13:15,2022-08-26 20:00:00,20:00,LIMA,LIMA,RIMAC,17872.0,26085.0,0.0,0
EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-26 12:00:00,12:00,2022-08-26 15:30:00,15:30,MOQUEGUA,ILO,ILO,290.0,0.0,0.0,0
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-26 10:30:00,10:30,2022-08-26 13:15:00,13:15,AREQUIPA,AREQUIPA,CERRO COLORADO,241.0,241.0,0.0,0
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-26 10:45:00,10:45,2022-08-26 18:45:00,18:45,LIMA,LIMA,EL AGUSTINO,177.0,239.0,0.0,0
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-26 10:30:00,10:30,2022-08-26 12:30:00,12:30,AREQUIPA,AREQUIPA,MIRAFLORES,902.0,902.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-26 08:30:00,08:30,2022-08-26 16:00:00,16:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,7648.0,11170.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-26 08:30:00,08:30,2022-08-26 18:00:00,18:00,LIMA,LIMA,VILLA EL SALVADOR,1239.0,1534.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,OTROS,2022-08-26 08:00:00,08:00,2022-08-26 12:00:00,12:00,LIMA,LIMA,PACHACAMAC,916.0,1057.0,0.0,0
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-26 09:30:00,09:30,2022-08-26 13:30:00,13:30,AREQUIPA,AREQUIPA,JACOBO HUNTER,934.0,934.0,0.0,0
EPS GRAU,PIURA,IMPREVISTA,AGUA POTABLE,OTROS,2022-08-25 14:00:00,14:00,2022-08-27 17:00:00,17:00,PIURA,PIURA,CATACAOS,3316.0,0.0,2.0,0
AGUA TUMBES,CANOAS DE PUNTA SAL,PROGRAMADA,AGUA POTABLE,CORTE DE SERVICIO DE ELECTRICIDAD,2022-08-28 03:30:00,03:30,2022-08-28 16:00:00,16:00,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,1388.0,1388.0,1.0,0
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-26 07:50:00,07:50,2022-08-26 13:00:00,13:00,LIMA,LIMA,SANTIAGO DE SURCO,1658.0,2316.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-26 07:10:00,07:10,2022-08-26 17:00:00,17:00,LIMA,LIMA,VILLA EL SALVADOR,500.0,750.0,0.0,0
SEDAPAL ,BRENA,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2022-09-06 10:00:00,10:00,2022-09-06 19:00:00,19:00,LIMA,LIMA,LA VICTORIA,974.0,989.0,0.0,0
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-26 07:00:00,07:00,2022-08-26 13:00:00,13:00,LIMA,LIMA,SAN MARTIN DE PORRES,4228.0,6272.0,0.0,0
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-26 05:25:00,05:25,2022-08-26 10:00:00,10:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,14.0,14.0,0.0,0
SEDAPAR,SEDAPAR,PROGRAMADA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,2022-09-06 05:00:00,05:00,2022-09-06 23:50:00,23:50,AREQUIPA,AREQUIPA,AREQUIPA,30000.0,30000.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-26 05:00:00,05:00,2022-08-26 17:00:00,17:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,460.0,560.0,0.0,0
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-26 05:45:00,05:45,2022-08-26 13:45:00,13:45,LIMA,LIMA,LURIGANCHO,773.0,787.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-26 01:00:00,01:00,2022-08-26 09:00:00,09:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,300.0,476.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-08 09:00:00,09:00,2022-09-08 17:00:00,17:00,LIMA,LIMA,ATE,1582.0,2050.0,0.0,0
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-06 10:00:00,10:00,2022-09-06 17:00:00,17:00,LIMA,LIMA,INDEPENDENCIA,854.0,879.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-07 14:00:00,14:00,2022-09-07 22:00:00,22:00,LIMA,LIMA,LA MOLINA,154.0,170.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-07 15:00:00,15:00,2022-09-07 23:00:00,23:00,LIMA,LIMA,ATE,1069.0,1220.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-08 14:00:00,14:00,2022-09-08 22:00:00,22:00,LIMA,LIMA,ATE,1088.0,1320.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-06 09:00:00,09:00,2022-09-06 15:00:00,15:00,LIMA,LIMA,ATE,154.0,165.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-05 09:00:00,09:00,2022-09-05 16:00:00,16:00,LIMA,LIMA,ATE,156.0,180.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-05 15:00:00,15:00,2022-09-05 20:00:00,20:00,LIMA,LIMA,LA MOLINA,224.0,250.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,ALCANTARILLADO,OTROS,2022-08-25 20:40:00,20:40,2022-08-26 01:00:00,01:00,LIMA,LIMA,VILLA EL SALVADOR,2086.0,2508.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-04 15:00:00,15:00,2022-09-04 20:00:00,20:00,LIMA,LIMA,LA MOLINA,30.0,35.0,0.0,0
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-25 17:00:00,17:00,2022-08-25 21:30:00,21:30,AREQUIPA,AREQUIPA,MIRAFLORES,3000.0,3000.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-03 14:00:00,14:00,2022-09-03 20:00:00,20:00,LIMA,LIMA,EL AGUSTINO,253.0,260.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-25 20:00:00,20:00,2022-08-26 05:00:00,05:00,LIMA,LIMA,VILLA EL SALVADOR,615.0,817.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-03 14:00:00,14:00,2022-09-03 20:00:00,20:00,LIMA,LIMA,EL AGUSTINO,500.0,510.0,0.0,0
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-06 12:00:00,12:00,2022-09-06 19:00:00,19:00,LIMA,LIMA,INDEPENDENCIA,1562.0,1987.0,0.0,0
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-25 17:00:00,17:00,2022-08-25 21:00:00,21:00,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,3000.0,3000.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-25 19:00:00,19:00,2022-08-26 02:00:00,02:00,LIMA,LIMA,VILLA EL SALVADOR,5855.0,8809.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-04 14:00:00,14:00,2022-09-04 19:00:00,19:00,LIMA,LIMA,SANTA ANITA,1653.0,2000.0,0.0,0
EPSEL,EPSEL,IMPREVISTA,AGUA POTABLE,OTROS,2022-08-25 11:00:00,11:00,2022-08-26 09:00:00,09:00,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,1000.0,1000.0,0.0,0
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2022-08-25 18:25:00,18:25,2022-08-25 23:30:00,23:30,CALLAO,CALLAO,CALLAO,1047.0,564.0,0.0,0
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-25 17:10:00,17:10,2022-08-25 22:00:00,22:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,98.0,98.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-06 14:00:00,14:00,2022-09-06 20:00:00,20:00,LIMA,LIMA,LA MOLINA,564.0,600.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-25 17:30:00,17:30,2022-08-25 23:55:00,23:55,LIMA,LIMA,VILLA EL SALVADOR,1205.0,1025.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-25 17:00:00,17:00,2022-08-25 23:55:00,23:55,LIMA,LIMA,SAN JUAN DE MIRAFLORES,27729.0,42268.0,0.0,0
EPS MUNICIPAL MANTARO,CONCEPCION,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2022-08-25 16:00:00,16:00,2022-08-25 19:00:00,19:00,JUNIN,CONCEPCION,CONCEPCION,3666.0,1.0,0.0,0
EPS SEDALORETO,IQUITOS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-01 08:00:00,08:00,2022-09-01 16:00:00,16:00,LORETO,MAYNAS,IQUITOS,19411.0,19411.0,1.0,0
EPS SEDALORETO,IQUITOS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-01 08:00:00,08:00,2022-09-01 16:00:00,16:00,LORETO,MAYNAS,BELEN,19411.0,19411.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2022-08-25 15:30:00,15:30,2022-08-26 03:00:00,03:00,LIMA,LIMA,VILLA EL SALVADOR,69574.0,97772.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,CAMBIO DE GRIFO CONTRA INCENDIO,2022-08-25 13:00:00,13:00,2022-08-25 21:00:00,21:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,69574.0,97772.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2022-08-25 14:45:00,14:45,2022-08-26 02:00:00,02:00,LIMA,LIMA,VILLA EL SALVADOR,3012.0,4596.0,0.0,0
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-05 12:00:00,12:00,2022-09-05 19:00:00,19:00,LIMA,LIMA,COMAS,1200.0,1500.0,0.0,0
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-25 15:35:00,15:35,2022-08-25 21:30:00,21:30,CALLAO,CALLAO,CALLAO,852.0,379.0,0.0,0
EPS EMAPAT,EMAPAT,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2022-08-25 15:00:00,15:00,2022-08-25 18:00:00,18:00,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,1170.0,1180.0,0.0,0
EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-25 13:00:00,13:00,2022-08-25 16:00:00,16:00,MOQUEGUA,ILO,ILO,1379.0,0.0,0.0,0
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-25 13:25:00,13:25,2022-08-25 21:00:00,21:00,LIMA,LIMA,ATE,1210.0,1260.0,0.0,0
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2022-08-25 12:30:00,12:30,2022-08-25 16:00:00,16:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,364.0,364.0,0.0,0
SEDAPAL ,BRENA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-25 13:15:00,13:15,2022-08-25 20:00:00,20:00,LIMA,LIMA,SAN MIGUEL,416.0,518.0,0.0,0
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-25 12:20:00,12:20,2022-08-25 16:00:00,16:00,LIMA,LIMA,RIMAC,1027.0,1594.0,0.0,0
